seqnames,start,end,width,strand,sampleID,hgncSymbol,type,pValue,padjust,psiValue,deltaPsi,counts,totalCounts,meanCounts,meanTotalCounts,nonsplitCounts,nonsplitProportion,nonsplitProportion_99quantile
chrX,101617371,101617502,132,*,UDN110107,ARMCX6,jaccard,1.1394e-7,0.04422,0.44,0.43,66,149,5.99,128.44,11,0.07,NA
chr4,88665951,88667376,1426,*,RD139,HERC3,jaccard,1.1407e-7,0.0043217,0.9,0.76,43,48,5.38,68.61,0,0,NA
chr8,132798861,132799094,234,*,RD142,PHF20L1,jaccard,1.1417e-7,0.0040094,0.83,0.74,19,23,12.77,115.14,2,0.09,NA
chr8,144168441,144174844,6404,*,RD158,MROH1,jaccard,1.1419e-7,0.014113,0.73,0.71,24,33,2.86,70.62,0,0,NA
chrX,53381088,53382231,1144,*,RD142,SMC1A,jaccard,1.1422e-7,0.0040094,0.29,-0.58,10,34,131.49,140.62,10,0.29,NA
chr8,125922548,125936239,13692,*,RD533,LINC02964;LINC00861,jaccard,1.1432e-7,0.044366,0.39,-0.6,14,36,75.56,79.71,6,0.17,NA
chr11,62600690,62601022,333,*,RD139,MTA2,jaccard,1.1435e-7,0.0043284,0.87,0.76,13,15,30.9,248.3,0,0,NA
chr9,133112153,133148962,36810,*,RD144,RALGDS,jaccard,1.1453e-7,0.0081023,1,0.79,21,21,41.19,103.86,0,0,NA
chrX,30721779,30724100,2322,*,RD465,GK,jaccard,1.1457e-7,0.030074,0.41,0.4,11,27,5.2,207.01,0,0,NA
chr3,123528475,123550182,21708,*,GSS178184,HACD2,jaccard,1.1463e-7,0.036613,1,0.96,23,23,1.38,27.43,0,0,NA
chr10,89414804,89417204,2401,*,RD465,IFIT5,jaccard,1.1477e-7,0.030074,0.23,-0.65,9,39,85.51,96.29,30,0.77,NA
chr20,63203808,63213863,10056,*,RD144,YTHDF1,jaccard,1.1502e-7,0.0081229,0.53,-0.45,26,49,144.01,153.19,0,0,NA
chr11,77907811,77918030,10220,*,RD534,AAMDC;INTS4,jaccard,1.1509e-7,0.014934,0.75,0.73,12,16,2.48,88.38,0,0,NA
chr3,25632584,25632692,109,*,UDN077682,TOP2B,jaccard,1.151e-7,0.020602,0.62,-0.37,39,63,66.29,68.43,24,0.38,NA
chr11,71995552,71996194,643,*,RD268,RNF121,jaccard,1.1515e-7,0.019358,0.44,-0.54,27,61,56.51,58.73,34,0.56,NA
chr14,91792559,91797784,5226,*,RD144,NA,jaccard,1.1524e-7,0.0081245,0,-0.96,0,8,120.59,132.1,0,0,NA
chr10,91956658,91957224,567,*,RD533,BTAF1,jaccard,1.155e-7,0.04441,0,-0.93,0,12,59.43,61.57,12,1,NA
chr8,143807014,143807551,538,*,GSS178184,NA,jaccard,1.155e-7,0.036613,0.36,-0.54,36,99,89.44,101.89,15,0.15,NA
chr17,47138892,47141852,2961,*,RD448,CDC27,jaccard,1.1553e-7,0.037594,0,-0.99,0,7,48.43,50.04,7,1,NA
chr14,22604080,22606421,2342,*,RD142,ABHD4,jaccard,1.1557e-7,0.0040494,0.31,-0.55,20,64,179.47,209.37,0,0,NA
chr19,5785792,5786466,675,*,RD139,DUS3L,jaccard,1.1562e-7,0.0043616,0.41,-0.55,11,27,119.97,131.64,16,0.59,NA
chr12,47791707,47791870,164,*,RD139,HDAC7,jaccard,1.1563e-7,0.0043616,0.69,-0.3,20,29,233.41,235.45,9,0.31,NA
chr4,77774713,77776270,1558,*,RD139,CNOT6L,jaccard,1.1564e-7,0.0043616,0.56,0.54,18,32,2.97,140.48,7,0.22,NA
chr5,98863587,98868494,4908,*,RD146,CHD1,jaccard,1.1566e-7,0.040022,0.38,-0.57,13,34,136.06,151.99,0,0,NA
chr3,138237385,138237481,97,*,RD142,ARMC8,jaccard,1.1575e-7,0.0040494,0.2,-0.72,6,30,81.21,87.62,0,0,NA
chr10,3138338,3138903,566,*,RD142,PITRM1-AS1;PITRM1,jaccard,1.1583e-7,0.0040494,0.52,-0.41,33,63,150.51,173.73,30,0.48,NA
chr5,6748591,6749556,966,*,RD142,TENT4A,jaccard,1.1585e-7,0.0040494,0.2,-0.77,3,15,64.79,76.64,12,0.8,NA
chr5,57183873,57214073,30201,*,RD534,GPBP1,jaccard,1.1589e-7,0.014992,0.44,0.43,24,55,3.61,155.87,1,0.02,NA
chr8,38268073,38268370,298,*,RD144,DDHD2;PLPP5,jaccard,1.1595e-7,0.0081503,0.32,0.31,28,88,2.52,150.64,20,0.23,NA
chr1,211779041,211783228,4188,*,RD275,LPGAT1,jaccard,1.1598e-7,0.01097,0.55,0.52,12,22,1.11,198.85,5,0.23,NA
chr6,157318920,157322704,3785,*,RD143,TMEM242,jaccard,1.1614e-7,0.0056474,0.27,-0.7,6,22,43.81,44.87,0,0,NA
chr17,36088763,36089182,420,*,RD448,NA,jaccard,1.1619e-7,0.037594,0,-0.92,0,18,30.35,34.89,18,1,NA
chr2,240525850,240526228,379,*,RD139,ANKMY1,jaccard,1.1621e-7,0.004375,0.96,0.8,26,27,8.4,61.13,0,0,NA
chr3,9374647,9383198,8552,*,RD141,THUMPD3-AS1;THUMPD3,jaccard,1.1627e-7,0.016089,0.61,0.56,22,36,1.03,116.75,0,0,NA
chr16,89948815,89949419,605,*,RD139,DEF8,jaccard,1.1632e-7,0.0043751,0.9,0.79,18,20,25.46,120.33,2,0.1,NA
chr11,94497965,94498070,106,*,RD142,ANKRD49,jaccard,1.164e-7,0.0040653,0.78,0.69,32,41,17.1,86.13,6,0.15,NA
chr7,100099204,100099278,75,*,RD141,MCM7,jaccard,1.1642e-7,0.016089,0,-0.63,0,22,232.47,301.68,22,1,NA
chr12,122858250,122858348,99,*,UDN093752,HIP1R,jaccard,1.1649e-7,0.041701,0.42,-0.56,34,80,79.41,83.38,46,0.58,NA
chr9,90867200,90874203,7004,*,RD275,SYK,jaccard,1.1665e-7,0.011008,0.46,-0.37,44,96,566.03,601.52,20,0.21,NA
chr11,418406,418508,103,*,RD142,ANO9,jaccard,1.1672e-7,0.0040695,0.34,0.33,20,59,7.98,240.84,39,0.66,NA
chr2,97084278,97085698,1421,*,RD448,NA,jaccard,1.1679e-7,0.037594,0,-0.89,0,20,29.3,35.08,20,1,NA
chr11,126306745,126330193,23449,*,RD293,DCPS,jaccard,1.1683e-7,0.019328,0.52,0.5,16,31,2.45,183.43,1,0.03,NA
chr18,79919401,79933968,14568,*,RD221,SLC66A2,jaccard,1.169e-7,0.018962,0.33,-0.49,20,61,108.52,355.16,1,0.02,NA
chr11,46630101,46644278,14178,*,RD143,ATG13,jaccard,1.1703e-7,0.005679,0.38,-0.52,19,50,114.84,153.3,0,0,NA
chr4,109816379,109817935,1557,*,RD420,GAR1,jaccard,1.1705e-7,0.036489,0.23,-0.74,8,35,52.37,56.12,0,0,NA
chrX,53431595,53431797,203,*,RD141,HSD17B10,jaccard,1.1705e-7,0.016089,0.53,-0.38,31,59,350.59,374.59,0,0,NA
chr19,3186215,3192469,6255,*,RD158,NCLN,jaccard,1.1706e-7,0.01437,0.26,-0.68,10,38,107.58,123.39,0,0,NA
chr10,15782227,15789246,7020,*,RD143,MINDY3,jaccard,1.1707e-7,0.005679,1,0.93,20,20,4.11,51.66,0,0,NA
chr12,89617040,89619998,2959,*,RD140,ATP2B1,jaccard,1.1711e-7,0.0076131,0.54,-0.44,19,35,160.27,166.56,16,0.46,NA
chr14,58318806,58323484,4679,*,RD158,ARID4A,jaccard,1.1713e-7,0.01437,0.18,-0.81,3,17,62.97,67.86,0,0,NA
chr11,31510008,31520055,10048,*,RD140,ELP4,jaccard,1.1715e-7,0.0076131,0,-0.99,0,8,40.31,41.48,8,1,NA
chr12,112176703,112178930,2228,*,RD465,HECTD4,jaccard,1.1717e-7,0.030074,1,0.44,112,112,32.56,71.17,0,0,NA
chr19,45009823,45011935,2113,*,RD139,RELB,jaccard,1.1717e-7,0.0044032,0.12,-0.75,2,17,182.16,212.3,0,0,NA
chr14,50822001,50830463,8463,*,RD143,NIN;LOC105370489,jaccard,1.1726e-7,0.0056816,0.55,0.53,11,20,1.52,182.76,7,0.35,NA
chr3,133608963,133611003,2041,*,RD141,TOPBP1,jaccard,1.1727e-7,0.016089,0.53,-0.47,20,38,148.36,154.75,9,0.24,NA
chr8,669927,670242,316,*,RD146,NA,jaccard,1.1731e-7,0.040259,0.91,0.89,20,22,1.73,45.46,0,0,NA
chr12,101760144,101761126,983,*,RD465,GNPTAB,jaccard,1.1733e-7,0.030074,0.64,-0.34,34,53,116.43,119.67,19,0.36,NA
chr13,41062717,41065015,2299,*,RD158,WBP4,jaccard,1.1733e-7,0.01437,0,-0.98,0,8,37.88,40.36,8,1,NA
chr19,48161508,48162261,754,*,RD141,LIG1,jaccard,1.174e-7,0.016089,0,-0.87,0,13,89.29,95.93,0,0,NA
chr16,3132104,3134629,2526,*,RD143,ZNF205-AS1;ZNF213-AS1;ZNF213,jaccard,1.1765e-7,0.0056819,1,0.9,18,18,9.58,68.73,0,0,NA
chr2,11785077,11787073,1997,*,RD158,LPIN1,jaccard,1.1766e-7,0.01437,0.31,-0.68,4,13,87.05,88.68,9,0.69,NA
chr3,49728279,49732790,4512,*,UDN238929.Aligned.sortedByCoord.out.bam,IP6K1,jaccard,1.179e-7,0.028463,0.06,-0.39,14,229,288.5,312.82,195,0.85,NA
chr2,121363301,121365093,1793,*,GSS178184,CLASP1,jaccard,1.1802e-7,0.037128,0.35,-0.63,12,34,53.08,56.12,8,0.24,NA
chr15,22838922,22851638,12717,*,RD143,NIPA2,jaccard,1.1804e-7,0.005693,0.86,0.58,36,42,70.28,237.68,2,0.05,NA
chr4,38802425,38804305,1881,*,RD420,TLR1,jaccard,1.1805e-7,0.036489,0.49,0.48,32,65,5.18,151.67,1,0.02,NA
chr11,45910313,45910897,585,*,RD142,PEX16,jaccard,1.1806e-7,0.0041127,0.51,-0.43,32,63,142.02,166.37,31,0.49,NA
chr19,3652032,3653289,1258,*,RD448,PIP5K1C,jaccard,1.1823e-7,0.037765,0.4,-0.57,12,30,69.78,72.92,18,0.6,NA
chr3,129061620,129061727,108,*,RD534,GP9,jaccard,1.1831e-7,0.015226,0.63,-0.34,54,86,291.19,316.2,0,0,NA
chr9,132923493,132927200,3708,*,RD420,TSC1,jaccard,1.1836e-7,0.036489,1,0.98,10,10,0.94,44.48,0,0,NA
chr4,55424644,55452238,27595,*,RD534,TMEM165;CLOCK,jaccard,1.1845e-7,0.015226,0.41,0.4,15,37,4.98,191.86,0,0,NA
chr13,32407773,32411527,3755,*,RD140,N4BP2L1,jaccard,1.1846e-7,0.0076667,0.55,0.54,17,31,3.79,113.24,3,0.1,NA
chr9,121356157,121370126,13970,*,RD140,STOM;LOC102723324,jaccard,1.1854e-7,0.0076667,0.62,-0.37,26,42,284.38,290.33,0,0,NA
chr12,54404247,54404429,183,*,RD275,GPR84-AS1;ITGA5,jaccard,1.1864e-7,0.011171,0.29,-0.61,5,17,485.75,506.55,12,0.71,NA
chr21,32673532,32678644,5113,*,UDN077682,SYNJ1,jaccard,1.1869e-7,0.021153,0,-0.89,0,49,16.93,21.13,49,1,NA
chr15,67592975,67600684,7710,*,UDN093752,MAP2K5,jaccard,1.1875e-7,0.041818,0.59,-0.4,35,59,87.93,89.51,0,0,NA
chr1,501621,502186,566,*,RD534,LOC100132287,jaccard,1.188e-7,0.015226,1,0.88,20,20,36.14,121.97,0,0,NA
chr7,7589564,7594979,5416,*,UDN093752,MIOS,jaccard,1.1883e-7,0.041818,0.22,-0.76,4,18,41.3,45.43,4,0.22,NA
chr20,45960526,45960615,90,*,RD139,ZNF335,jaccard,1.1894e-7,0.0044658,0.55,-0.4,39,71,153.56,154.74,0,0,NA
chr12,131909516,131909774,259,*,RD293,ULK1,jaccard,1.1908e-7,0.019544,0.7,0.69,7,10,2.48,229.95,0,0,NA
chr3,131501716,131501843,128,*,RD420,MRPL3,jaccard,1.1942e-7,0.036489,0.39,0.38,22,57,1.21,123.21,0,0,NA
chr1,6637341,6637446,106,*,RD140,DNAJC11,jaccard,1.1943e-7,0.0076886,0.33,-0.57,12,36,141.06,151.52,24,0.67,NA
chr2,111150148,111153779,3632,*,RD144,MIR4435-2HG;BCL2L11,jaccard,1.1949e-7,0.0083251,1,0.88,20,20,4.51,51.01,0,0,NA
chrX,78283541,78327304,43764,*,RD146,CYSLTR1,jaccard,1.1951e-7,0.040678,0.26,-0.71,5,19,104.69,111.02,0,0,NA
chr16,50068868,50070143,1276,*,RD140,HEATR3,jaccard,1.1966e-7,0.0076919,1,0.97,14,14,0.67,44.43,0,0,NA
chr17,78126907,78128611,1705,*,RD275,TMC6,jaccard,1.1968e-7,0.011244,0.55,0.36,54,99,173.98,620.82,36,0.36,NA
chr1,236236399,236243421,7023,*,RD420,ERO1B,jaccard,1.1972e-7,0.036489,0,-0.95,0,23,29.66,35.46,0,0,NA
chr10,112410636,112411455,820,*,RD143,ACSL5,jaccard,1.1975e-7,0.0057488,0.54,-0.42,20,37,153.9,182.14,17,0.46,NA
chr10,87326673,87336785,10113,*,RD144,LOC105378410;NUTM2A-AS1,jaccard,1.1996e-7,0.0083441,0,-0.53,0,48,92.21,168.3,0,0,NA
chr14,90875361,90890486,15126,*,RD534,RPS6KA5,jaccard,1.2e-7,0.015332,0,-0.93,0,12,48.06,50.83,0,0,NA
chr3,52824959,52825885,927,*,RD140,ITIH4;ITIH4-AS1,jaccard,1.2004e-7,0.0077043,0.08,-0.9,1,13,58.81,64.21,0,0,NA
chr11,71448886,71451689,2804,*,RD465,DHCR7,jaccard,1.2008e-7,0.030591,0,-0.84,0,23,65.06,83.55,23,1,NA
chr2,42284704,42286241,1538,*,RD144,EML4,jaccard,1.2016e-7,0.0083442,0.42,0.41,25,60,1.05,124.62,5,0.08,NA
chr19,35341966,35343842,1877,*,RD143,CD22,jaccard,1.2018e-7,0.0057626,1,0.98,5,5,1.56,332.15,0,0,NA
chr19,17162467,17162987,521,*,RD293,MYO9B,jaccard,1.2029e-7,0.019665,0,-0.9,0,8,314.4,323.54,8,1,NA
chr5,69300128,69303846,3719,*,RD142,NA,jaccard,1.2032e-7,0.0041739,0,-0.9,0,14,52.23,55.94,0,0,NA
chr14,50112720,50113386,667,*,RD140,VCPKMT,jaccard,1.2038e-7,0.0077139,1,0.98,10,10,0.53,29.64,0,0,NA
chr7,151675638,151781151,105514,*,RD534,PRKAG2,jaccard,1.2052e-7,0.015352,0,-0.91,0,24,39.92,48.83,8,0.33,NA
chr19,8605359,8610643,5285,*,RD448,ADAMTS10,jaccard,1.2055e-7,0.038213,1,0.99,8,8,2.52,56.69,0,0,NA
chr3,141607761,141608488,728,*,RD143,RASA2,jaccard,1.2056e-7,0.0057741,0.22,-0.77,2,9,99.68,103.69,3,0.33,NA
chr19,49447468,49447826,359,*,RD142,PIH1D1,jaccard,1.2073e-7,0.0041814,0.6,-0.32,66,110,330.98,369.96,23,0.21,NA
chr22,31275309,31276788,1480,*,RD221,LIMK2,jaccard,1.2097e-7,0.019546,0.29,-0.49,14,49,38.02,600.84,0,0,NA
chr3,9842244,9843464,1221,*,RD139,TTLL3;RPUSD3,jaccard,1.2104e-7,0.0045395,0.36,-0.58,13,36,107.1,115.92,5,0.14,NA
chr16,56498569,56499777,1209,*,RD142,NUDT21;BBS2,jaccard,1.2111e-7,0.0041873,0.19,-0.73,5,26,67.68,82.33,21,0.81,NA
chr2,271940,272036,97,*,RD139,ACP1,jaccard,1.2113e-7,0.0045395,0.29,-0.58,38,129,315.86,369.24,0,0,NA
chr19,15401604,15402470,867,*,RD453,AKAP8L,jaccard,1.2122e-7,0.039637,0.14,-0.32,72,503,2.45,296.83,34,0.07,NA
chr12,132142318,132142727,410,*,RD158,NA,jaccard,1.2148e-7,0.01475,0.48,0.47,30,63,1.29,87.74,30,0.48,NA
chr12,45961323,45961699,377,*,RD465,SCAF11,jaccard,1.2166e-7,0.030805,0.66,0.64,25,38,4.91,78.53,0,0,NA
chr15,72755655,72756250,596,*,RD448,ADPGK,jaccard,1.2166e-7,0.038272,0.47,-0.37,46,98,281.46,335.05,45,0.46,NA
chrX,17022272,17029525,7254,*,RD140,REPS2,jaccard,1.2171e-7,0.0077877,0.5,0.49,8,16,0.28,169.59,0,0,NA
chrX,155236368,155238771,2404,*,UDN550488.Aligned.sortedByCoord.out.bam,VBP1,jaccard,1.2182e-7,0.025294,0.12,-0.49,9,75,101.38,108.97,66,0.88,NA
chr10,109880932,109882431,1500,*,RD142,XPNPEP1,jaccard,1.2183e-7,0.0042017,0.63,-0.31,92,145,128.25,132.57,18,0.12,NA
chr10,27223453,27231747,8295,*,UDN110107,ACBD5,jaccard,1.2192e-7,0.046875,0,-0.95,0,16,26.3,27.18,4,0.25,NA
chr17,81906547,81906759,213,*,RD268,PCYT2,jaccard,1.2241e-7,0.020367,0.49,-0.48,33,68,94.93,98.18,30,0.44,NA
chr1,42759394,42762322,2929,*,RD143,P3H1,jaccard,1.2245e-7,0.0058459,1,0.75,32,32,6.9,55.13,0,0,NA
chr5,137954377,137956476,2100,*,RD142,FAM13B,jaccard,1.2248e-7,0.0042172,0.8,0.78,24,30,6.19,60.69,0,0,NA
chr11,14498986,14499706,721,*,RD268,COPB1;PSMA1,jaccard,1.2251e-7,0.020367,0.25,-0.41,34,138,166.31,257.42,47,0.34,NA
chr21,42291193,42291497,305,*,RD158,ABCG1,jaccard,1.2256e-7,0.014829,0.4,-0.56,8,20,121.28,128.48,12,0.6,NA
chr6,147206069,147235249,29181,*,RD268,STXBP5,jaccard,1.2262e-7,0.020367,0.17,-0.79,7,40,41.74,44.8,32,0.8,NA
chr13,24290885,24294738,3854,*,RD143,SPATA13,jaccard,1.2275e-7,0.005852,0.41,-0.55,9,22,153.73,168.39,13,0.59,NA
chr1,180976647,180984676,8030,*,RD142,STX6,jaccard,1.2277e-7,0.0042236,0.55,-0.44,29,53,81.66,87.36,24,0.45,NA
chr4,83063247,83066437,3191,*,RD144,COPS4,jaccard,1.2281e-7,0.0084573,0.25,-0.71,11,44,71.7,77.41,0,0,NA
chr17,27583106,27585656,2551,*,RD158,KSR1,jaccard,1.2284e-7,0.014829,0.12,-0.82,3,24,38.61,40.69,0,0,NA
chr2,230170762,230172065,1304,*,RD142,LOC107985995;SP110,jaccard,1.2288e-7,0.004224,0.33,0.31,22,67,5.12,285.5,20,0.3,NA
chr3,13347909,13351878,3970,*,RD140,NUP210,jaccard,1.2292e-7,0.0078286,0.57,0.55,27,47,10.89,167.37,14,0.3,NA
chr16,67944932,67945086,155,*,GSS225379,SLC12A4,jaccard,1.2321e-7,0.026138,0.28,-0.66,39,137,62.4,68.51,97,0.71,NA
chr15,34245868,34250297,4430,*,GSS225379,SLC12A6,jaccard,1.2337e-7,0.026138,0.55,-0.43,147,265,115.06,122.12,78,0.29,NA
chr8,143792406,143792484,79,*,RD140,NA,jaccard,1.2345e-7,0.007848,0.31,-0.64,5,16,194.78,203.85,0,0,NA
chr19,1611850,1615284,3435,*,RD144,TCF3,jaccard,1.2347e-7,0.0084746,0.53,0.43,34,64,91,383.16,0,0,NA
chr14,63392026,63393819,1794,*,RD534,PPP2R5E,jaccard,1.2349e-7,0.015634,0,-0.98,0,6,72.62,73.58,6,1,NA
chr2,127523792,127526382,2591,*,RD420,IWS1,jaccard,1.2357e-7,0.036489,0.43,0.43,20,46,0.88,146.08,11,0.24,NA
chr19,46999410,47000330,921,*,RD143,ARHGAP35,jaccard,1.2359e-7,0.0058852,0,-0.97,0,7,82.69,84.95,7,1,NA
chr19,3784452,3784824,373,*,RD140,MATK,jaccard,1.236e-7,0.007848,0.56,-0.39,20,36,299.28,310.98,16,0.44,NA
chr9,75087869,75088007,139,*,RD142,NMRK1,jaccard,1.2364e-7,0.0042396,0.79,0.75,27,34,9.73,100.63,0,0,NA
chr15,42244168,42260957,16790,*,RD448,TMEM87A,jaccard,1.2369e-7,0.038619,0.28,-0.7,5,18,65.46,69.98,3,0.17,NA
chr16,4469466,4474092,4627,*,RD143,NA,jaccard,1.2373e-7,0.0058852,0.3,-0.52,20,66,179.31,235.38,0,0,NA
chr7,108487954,108491409,3456,*,RD420,PNPLA8,jaccard,1.238e-7,0.036489,0.5,-0.49,12,24,88.51,90.02,0,0,NA
chr1,1339650,1339735,86,*,RD141,DVL1;MIR6808,jaccard,1.239e-7,0.016786,0,-0.95,0,9,72.06,76.35,0,0,NA
chr20,41029101,41029430,330,*,RD420,TOP1,jaccard,1.239e-7,0.036489,0.69,-0.3,24,35,240.14,243.73,11,0.31,NA
chr15,100575129,100576540,1412,*,UDN077682,LINS1,jaccard,1.2391e-7,0.021924,1,0.97,20,20,1.65,21.66,0,0,NA
chr19,873583,875243,1661,*,RD142,NA,jaccard,1.2407e-7,0.004251,0.5,-0.45,15,30,215.95,225.31,11,0.37,NA
chr3,48924840,48927461,2622,*,RD141,ARIH2,jaccard,1.2411e-7,0.016786,0.83,0.72,19,23,52.58,167.11,4,0.17,NA
chr8,141254630,141308095,53466,*,RD144,SLC45A4;SLC45A4-AS1,jaccard,1.2414e-7,0.0084943,0,-0.77,0,23,75.99,109.64,0,0,NA
chr10,101810315,101813029,2715,*,RD141,OGA,jaccard,1.2428e-7,0.016786,0.41,-0.47,38,93,220.22,298.13,0,0,NA
chr7,150370885,150371227,343,*,RD142,REPIN1-AS1;REPIN1;ZNF775,jaccard,1.243e-7,0.0042517,0.56,0.51,23,41,13.9,219.46,18,0.44,NA
chr19,54577724,54587200,9477,*,RD293,NA,jaccard,1.2442e-7,0.020262,0.57,0.43,296,516,93.55,1514.47,32,0.06,NA
chr1,183550922,183551044,123,*,RD534,SMG7,jaccard,1.2457e-7,0.015723,0.28,-0.52,31,110,142.01,154.28,79,0.72,NA
chr15,40997602,41005592,7991,*,RD158,INO80,jaccard,1.2473e-7,0.015013,0.2,-0.78,3,15,60.96,63.29,0,0,NA
chr12,47719700,47719898,199,*,RD448,RPAP3-DT;ENDOU,jaccard,1.2474e-7,0.038654,1,0.99,15,15,1.52,28.06,0,0,NA
chr14,24329534,24329859,326,*,UDN240668,NA,jaccard,1.2475e-7,0.034536,0.16,-0.82,4,25,31.8,33.95,21,0.84,NA
chr9,129042515,129048426,5912,*,RD140,MIGA2,jaccard,1.2476e-7,0.0079096,0.13,-0.7,5,38,80.42,94.66,9,0.24,NA
chr9,92047269,92047612,344,*,RD275,SPTLC1,jaccard,1.2484e-7,0.011676,0.3,-0.48,16,54,156.58,174.19,38,0.7,NA
chr16,30887991,30888859,869,*,RD141,BCL7C;MIR762HG,jaccard,1.2499e-7,0.016796,0.6,-0.35,29,48,353.23,384.69,0,0,NA
chr2,189458873,189459335,463,*,UDN077682,WDR75,jaccard,1.2503e-7,0.021924,0.45,-0.54,14,31,50.12,51.37,17,0.55,NA
chr17,19939850,19940886,1037,*,UDN077682,AKAP10,jaccard,1.2513e-7,0.021924,0.11,-0.61,15,132,66.35,93.98,7,0.05,NA
chr1,42838922,42840032,1111,*,RD293,ERMAP;LOC124904163,jaccard,1.2517e-7,0.020304,0,-0.87,0,16,37.21,39.92,4,0.25,NA
chr9,128321731,128322299,569,*,RD140,TRUB2,jaccard,1.2522e-7,0.0079262,0,-0.88,0,13,58.93,62.11,13,1,NA
chr3,195345318,195381008,35691,*,RD142,ACAP2,jaccard,1.2531e-7,0.0042827,0.22,-0.74,8,37,92.14,105.88,0,0,NA
chrX,19351408,19353081,1674,*,RD275,PDHA1,jaccard,1.2542e-7,0.011703,0.32,-0.49,18,56,159.76,199.93,19,0.34,NA
chr15,72375832,72376274,443,*,RD534,CELF6;HEXA;HEXA-AS1,jaccard,1.2546e-7,0.015787,0.39,0.38,28,72,5.5,182.72,44,0.61,NA
chr19,4531752,4534014,2263,*,RD158,PLIN5,jaccard,1.2554e-7,0.015067,0.66,0.64,33,50,8.48,97.48,7,0.14,NA
chr17,40262642,40264489,1848,*,RD144,WIPF2,jaccard,1.2558e-7,0.0085569,0,-0.93,0,9,82.5,90.95,7,0.78,NA
chr21,25911963,25954589,42627,*,RD142,APP,jaccard,1.2559e-7,0.0042889,0.55,-0.4,17,31,184.95,189.12,14,0.45,NA
chr22,17706826,17726676,19851,*,RD139,BCL2L13,jaccard,1.256e-7,0.0046861,0.63,0.59,22,35,2.84,104.37,8,0.23,NA
chr1,11650719,11655805,5087,*,RD144,FBXO44,jaccard,1.257e-7,0.0085569,0.67,0.64,16,24,0.75,85.09,0,0,NA
chr15,67748602,67769601,21000,*,RD140,MAP2K5,jaccard,1.258e-7,0.007951,0.07,-0.88,1,15,64.52,69.42,14,0.93,NA
chr8,21989084,21990343,1260,*,RD268,XPO7,jaccard,1.2613e-7,0.020867,0.52,-0.47,56,107,101.04,104.74,51,0.48,NA
chr13,51374797,51376047,1251,*,RD143,INTS6,jaccard,1.2621e-7,0.0059826,0.7,-0.3,65,93,108.72,112.54,0,0,NA
chr2,27369546,27369875,330,*,RD275,EIF2B4,jaccard,1.2627e-7,0.01173,0.46,0.4,34,74,1.18,195.8,19,0.26,NA
chr16,25132524,25140170,7647,*,RD534,LCMT1,jaccard,1.2634e-7,0.01585,0.53,-0.47,29,55,85.56,88.01,14,0.25,NA
chr17,63827924,63828137,214,*,RD139,PSMC5,jaccard,1.2637e-7,0.0047024,0.47,0.43,14,30,7.06,380.47,0,0,NA
chr7,100155182,100155261,80,*,RD139,LAMTOR4;TRAPPC14,jaccard,1.2638e-7,0.0047024,0.32,0.31,13,41,7.43,388.58,2,0.05,NA
chr11,64902681,64903287,607,*,RD140,ATG2A,jaccard,1.2647e-7,0.0079813,0.35,-0.62,6,17,124.69,130.9,11,0.65,NA
chr1,151344279,151344416,138,*,GSS225379,RFX5,jaccard,1.2652e-7,0.026668,0.69,-0.3,172,250,144.52,151.46,75,0.3,NA
chr7,44759461,44760150,690,*,RD142,ZMIZ2,jaccard,1.2667e-7,0.0043223,0.59,0.56,24,41,53.43,199.67,17,0.41,NA
chr12,100097506,100098351,846,*,UDN110107,BLTP3B,jaccard,1.2691e-7,0.048348,0.07,-0.92,1,14,33.97,34.49,0,0,NA
chr12,120782768,120783673,906,*,UDN077682,SPPL3,jaccard,1.2703e-7,0.022164,0.59,-0.39,47,79,91.95,93.7,18,0.23,NA
chr12,110496204,110502048,5845,*,RD144,VPS29;RAD9B,jaccard,1.2714e-7,0.0086076,0.39,0.36,33,84,25.38,315.37,37,0.44,NA
chr19,8555797,8577306,21510,*,RD221,MYO1F,jaccard,1.2714e-7,0.020385,0.39,-0.53,7,18,3267.29,3503.66,2,0.11,NA
chr9,2104170,2110253,6084,*,RD534,SMARCA2,jaccard,1.2716e-7,0.015854,0.59,-0.39,16,27,146.46,147.95,11,0.41,NA
chr10,48806096,48807858,1763,*,RD142,WDFY4,jaccard,1.2721e-7,0.0043371,0.37,-0.6,13,35,49.44,50.35,0,0,NA
chr12,40263902,40274582,10681,*,RD146,LRRK2,jaccard,1.2732e-7,0.042985,0.48,-0.51,21,44,87.41,92.98,0,0,NA
chr7,73683805,73686635,2831,*,RD142,BUD23,jaccard,1.2745e-7,0.0043378,0.27,-0.49,13,48,227.24,262.88,8,0.17,NA
chr11,117192015,117192253,239,*,RD140,SIDT2,jaccard,1.2747e-7,0.0080321,0.69,-0.3,71,103,247.62,255.18,11,0.11,NA
chr11,119097926,119098402,477,*,RD534,DPAGT1,jaccard,1.2752e-7,0.015854,0.51,0.49,29,57,4.19,119.86,28,0.49,NA
chr11,6390917,6391386,470,*,RD275,SMPD1,jaccard,1.2754e-7,0.011822,0.59,0.57,13,22,3.45,121.37,0,0,NA
chr14,52711525,52713880,2356,*,RD465,PSMC6,jaccard,1.2757e-7,0.031912,0.62,-0.37,15,24,175.31,177.06,9,0.38,NA
