gene	transcript	obs_mis	exp_mis	oe_mis	mu_mis	possible_mis	obs_mis_pphen	exp_mis_pphen	oe_mis_pphen	possible_mis_pphen	obs_syn	exp_syn	oe_syn	mu_syn	possible_syn	obs_lof	mu_lof	possible_lof	exp_lof	pLI	pNull	pRec	oe_lof	oe_syn_lower	oe_syn_upper	oe_mis_lower	oe_mis_upper	oe_lof_lower	oe_lof_upper	constraint_flag	syn_z	mis_z	lof_z	oe_lof_upper_rank	oe_lof_upper_bin	oe_lof_upper_bin_6	n_sites	classic_caf	max_af	no_lofs	obs_het_lof	obs_hom_lof	defined	p	exp_hom_lof	classic_caf_afr	classic_caf_amr	classic_caf_asj	classic_caf_eas	classic_caf_fin	classic_caf_nfe	classic_caf_oth	classic_caf_sas	p_afr	p_amr	p_asj	p_eas	p_fin	p_nfe	p_oth	p_sas	transcript_type	gene_id	transcript_level	cds_length	num_coding_exons	gene_type	gene_length	exac_pLI	exac_obs_lof	exac_exp_lof	exac_oe_lof	brain_expression	chromosome	start_position	end_position
GCM1	ENST00000259803	181	2.4413e+02	7.4140e-01	1.3784e-05	2887	21	7.6399e+01	2.7487e-01	851	88	9.3544e+01	9.4073e-01	5.7719e-06	808	0	1.0422e-06	224	2.0012e+01	9.9900e-01	9.4637e-09	1.0021e-03	0.0000e+00	7.9100e-01	1.1230e+00	6.5600e-01	8.3900e-01	0.0000e+00	1.4900e-01		4.5059e-01	1.4359e+00	4.1454e+00	559	0	0	1	3.9794e-06	3.9794e-06	125647	1	0	125648	3.9794e-06	1.9897e-06	0.0000e+00	0.0000e+00	0.0000e+00	5.4395e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.4397e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000137270	2	1308	5	protein_coding	21866	9.8833e-01	0	1.3143e+01	0.0000e+00	NA	6	52991762	53013627
YBX2	ENST00000007699	138	2.0208e+02	6.8290e-01	1.3716e-05	2237	4	1.5086e+01	2.6514e-01	153	67	7.3178e+01	9.1558e-01	4.1346e-06	820	0	1.4791e-06	168	1.9922e+01	9.9896e-01	1.0273e-08	1.0364e-03	0.0000e+00	7.5100e-01	1.1220e+00	5.9400e-01	7.8700e-01	0.0000e+00	1.5000e-01		5.6767e-01	1.6018e+00	4.1361e+00	560	0	0	1	4.5264e-06	4.5264e-06	110462	1	0	110463	4.5264e-06	2.2632e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.0562e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.0562e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000006047	2	1092	8	protein_coding	6364	9.6873e-01	2	1.9271e+01	1.0378e-01	NA	17	7191571	7197934
TLE4	ENST00000376552	246	4.6391e+02	5.3028e-01	2.6094e-05	5061	70	1.8365e+02	3.8116e-01	2074	187	1.8417e+02	1.0154e+00	1.1692e-05	1537	2	2.1414e-06	474	4.2093e+01	9.9999e-01	2.1958e-15	7.0342e-06	4.7513e-02	9.0100e-01	1.1460e+00	4.7700e-01	5.8900e-01	1.8000e-02	1.5000e-01		-1.6402e-01	3.5952e+00	5.7264e+00	561	0	0	3	1.2028e-05	4.0376e-06	125722	3	0	125725	1.1931e-05	1.7896e-05	6.1599e-05	2.8964e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.2873e-05	6.1586e-05	2.8911e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.2663e-05	protein_coding	ENSG00000106829	2	2319	20	protein_coding	154971	9.9992e-01	1	3.0960e+01	3.2300e-02	NA	9	82186688	82341658
SLC6A1	ENST00000287766	144	3.7011e+02	3.8907e-01	2.1660e-05	3926	21	1.4569e+02	1.4414e-01	1586	170	1.5484e+02	1.0979e+00	1.0226e-05	1176	1	1.4406e-06	340	3.1657e+01	9.9993e-01	2.6307e-12	6.7013e-05	3.1589e-02	9.6800e-01	1.2470e+00	3.3900e-01	4.4700e-01	1.0000e-02	1.5000e-01		-9.5769e-01	4.1766e+00	5.0491e+00	562	0	0	1	4.0607e-06	4.0607e-06	123129	1	0	123130	4.0608e-06	2.0304e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.9865e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.9865e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000157103	2	1797	14	protein_coding	46524	9.9930e-01	0	2.0701e+01	0.0000e+00	NA	3	11034410	11080933
EBF3	ENST00000368648	163	3.5428e+02	4.6009e-01	2.0969e-05	3612	38	9.6714e+01	3.9291e-01	950	146	1.5390e+02	9.4870e-01	1.1079e-05	1061	1	1.6630e-06	342	3.1671e+01	9.9993e-01	2.5971e-12	6.6660e-05	3.1575e-02	8.2800e-01	1.0880e+00	4.0400e-01	5.2400e-01	1.0000e-02	1.5000e-01		5.0030e-01	3.6113e+00	5.0503e+00	563	0	0	1	3.9827e-06	3.9827e-06	125543	1	0	125544	3.9827e-06	1.9913e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.8143e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.8143e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000108001	2	1653	16	protein_coding	128559	9.9859e-01	1	2.3229e+01	4.3049e-02	NA	10	131633547	131762105
MAPK8IP3	ENST00000250894	663	9.0752e+02	7.3056e-01	6.1998e-05	8685	133	2.8878e+02	4.6056e-01	2743	453	3.8924e+02	1.1638e+00	2.9592e-05	2622	5	3.3967e-06	756	6.9922e+01	1.0000e+00	3.0429e-23	2.9903e-08	7.1508e-02	1.0770e+00	1.2580e+00	6.8500e-01	7.7900e-01	3.6000e-02	1.5000e-01		-2.5404e+00	2.8844e+00	7.1946e+00	564	0	0	15	1.9646e-04	1.0442e-04	124732	48	0	124780	1.9236e-04	4.6170e-03	1.9455e-04	9.0626e-05	0.0000e+00	6.0314e-05	1.3968e-04	3.3343e-04	1.7794e-04	0.0000e+00	1.9359e-04	8.6895e-05	0.0000e+00	5.5625e-05	1.3914e-04	3.2672e-04	1.6492e-04	0.0000e+00	protein_coding	ENSG00000138834	2	4008	32	protein_coding	64135	1.0000e+00	0	4.7671e+01	0.0000e+00	NA	16	1756184	1820318
AHSA1	ENST00000216479	119	1.8363e+02	6.4803e-01	9.9924e-06	2205	41	6.9534e+01	5.8964e-01	878	58	6.7270e+01	8.6220e-01	3.8622e-06	623	0	9.9745e-07	238	1.9923e+01	9.9896e-01	1.0271e-08	1.0363e-03	0.0000e+00	6.9700e-01	1.0730e+00	5.5800e-01	7.5500e-01	0.0000e+00	1.5000e-01		8.8846e-01	1.6949e+00	4.1361e+00	565	0	0	1	3.9844e-06	3.9844e-06	125487	1	0	125488	3.9845e-06	1.9922e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.8230e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.8230e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000100591	2	1014	9	protein_coding	11605	9.3852e-01	1	1.2972e+01	7.7091e-02	NA	14	77924213	77935817
PAN3	ENST00000380958	285	4.3216e+02	6.5948e-01	2.1378e-05	5734	73	1.7113e+02	4.2657e-01	2176	145	1.4982e+02	9.6781e-01	7.4045e-06	1783	2	2.4323e-06	507	4.1955e+01	9.9999e-01	2.4915e-15	7.4087e-06	4.7671e-02	8.4500e-01	1.1110e+00	5.9800e-01	7.2700e-01	1.8000e-02	1.5000e-01		3.0971e-01	2.5155e+00	5.7161e+00	566	0	0	3	1.2212e-05	4.1218e-06	125507	3	0	125510	1.1951e-05	1.7927e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.6806e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.6403e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000152520	2	2661	19	protein_coding	156833	9.9999e-01	0	3.1970e+01	0.0000e+00	NA	13	28712643	28869475
PKN2	ENST00000370521	319	5.0720e+02	6.2894e-01	2.5658e-05	6482	57	1.7256e+02	3.3033e-01	2283	161	1.6949e+02	9.4994e-01	8.3846e-06	1825	3	2.7574e-06	655	5.1714e+01	1.0000e+00	3.8524e-18	1.0016e-06	5.8011e-02	8.3500e-01	1.0830e+00	5.7300e-01	6.9000e-01	2.5000e-02	1.5000e-01		5.1234e-01	2.9696e+00	6.2773e+00	567	0	0	9	3.6642e-05	4.3691e-06	124774	9	0	124783	3.6063e-05	1.6229e-04	0.0000e+00	9.3043e-05	0.0000e+00	5.6035e-05	0.0000e+00	3.5421e-05	1.6502e-04	0.0000e+00	0.0000e+00	8.6890e-05	0.0000e+00	5.5625e-05	0.0000e+00	3.5313e-05	1.6498e-04	0.0000e+00	protein_coding	ENSG00000065243	2	2952	22	protein_coding	152034	1.0000e+00	1	3.8440e+01	2.6015e-02	NA	1	89149905	89301938
ABCD1	ENST00000218104	250	3.4795e+02	7.1850e-01	3.2839e-05	4682	46	1.1536e+02	3.9876e-01	1535	151	1.5805e+02	9.5540e-01	1.5305e-05	1619	0	1.3381e-06	331	1.9909e+01	9.9896e-01	1.0394e-08	1.0414e-03	0.0000e+00	8.3600e-01	1.0940e+00	6.4700e-01	7.9800e-01	0.0000e+00	1.5000e-01		4.4075e-01	1.8659e+00	4.1348e+00	568	0	0	2	1.2982e-05	6.7762e-06	108694	1	1	108696	9.2000e-06	9.2001e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.0493e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.1126e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000101986	2	2235	10	protein_coding	19894	9.8212e-01	0	1.1985e+01	0.0000e+00	NA	X	152990323	153010216
SETD1B	ENST00000267197	706	1.1515e+03	6.1309e-01	7.6924e-05	12303	91	1.8796e+02	4.8414e-01	1927	551	5.2023e+02	1.0591e+00	3.8885e-05	4098	4	3.4319e-06	714	6.0632e+01	1.0000e+00	1.2829e-20	1.8555e-07	6.5972e-02	9.8700e-01	1.1360e+00	5.7500e-01	6.5200e-01	3.1000e-02	1.5100e-01		-1.0605e+00	4.6656e+00	6.7395e+00	569	0	0	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000139718	3	5769	17	protein_coding	28477	2.2456e-02	2	1.6184e+00	1.2358e+00	NA	12	122242086	122270562
CLCN4	ENST00000380833	112	3.4967e+02	3.2030e-01	3.0552e-05	4971	20	1.2300e+02	1.6260e-01	1796	155	1.5564e+02	9.9588e-01	1.4937e-05	1557	0	1.2561e-06	353	1.9829e+01	9.9893e-01	1.1182e-08	1.0731e-03	0.0000e+00	8.7300e-01	1.1380e+00	2.7400e-01	3.7500e-01	0.0000e+00	1.5100e-01		4.0381e-02	4.5166e+00	4.1264e+00	570	0	0	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000073464	2	2280	11	protein_coding	80677	9.8879e-01	0	1.3250e+01	0.0000e+00	NA	X	10125024	10205700
ARHGEF9	ENST00000253401	86	2.1011e+02	4.0930e-01	1.7033e-05	3481	11	7.4501e+01	1.4765e-01	1188	77	7.9175e+01	9.7252e-01	6.7251e-06	877	0	1.4029e-06	323	1.9771e+01	9.9890e-01	1.1791e-08	1.0967e-03	0.0000e+00	8.0800e-01	1.1760e+00	3.4300e-01	4.9000e-01	0.0000e+00	1.5100e-01		1.9219e-01	3.0427e+00	4.1204e+00	571	0	0	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000131089	2	1548	10	protein_coding	150580	9.8307e-01	0	1.2133e+01	0.0000e+00	NA	X	62854847	63005426
B4GALT5	ENST00000371711	126	2.2608e+02	5.5732e-01	1.2622e-05	2552	30	1.0199e+02	2.9413e-01	1109	81	8.3112e+01	9.7459e-01	4.7310e-06	724	0	9.6240e-07	228	1.9730e+01	9.9889e-01	1.2243e-08	1.1138e-03	0.0000e+00	8.1400e-01	1.1720e+00	4.8100e-01	6.4600e-01	0.0000e+00	1.5100e-01		1.8210e-01	2.3653e+00	4.1160e+00	572	0	0	4	1.5923e-05	3.9865e-06	125742	4	0	125746	1.5905e-05	3.1811e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.6414e-05	0.0000e+00	3.2663e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.6370e-05	0.0000e+00	3.2663e-05	protein_coding	ENSG00000158470	2	1164	9	protein_coding	80934	9.9166e-01	0	1.4048e+01	0.0000e+00	NA	20	48249482	48330415
MSL1	ENST00000579565	115	1.8225e+02	6.3099e-01	9.6731e-06	2247	38	8.7547e+01	4.3405e-01	1086	64	6.8728e+01	9.3121e-01	3.5977e-06	665	0	1.0983e-06	253	1.9751e+01	9.9890e-01	1.2004e-08	1.1048e-03	0.0000e+00	7.6000e-01	1.1470e+00	5.4100e-01	7.3700e-01	0.0000e+00	1.5100e-01		4.4829e-01	1.7703e+00	4.1183e+00	573	0	0	1	4.0168e-06	4.0168e-06	124476	1	0	124477	4.0168e-06	2.0084e-06	6.4658e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	6.4660e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000188895	2	1053	8	protein_coding	14492	9.8450e-01	0	1.2373e+01	0.0000e+00	NA	17	38278551	38293042
SERPINC1	ENST00000367698	199	2.6074e+02	7.6321e-01	1.5221e-05	3061	71	9.8983e+01	7.1729e-01	1278	101	1.0162e+02	9.9395e-01	5.9649e-06	906	0	1.2045e-06	235	1.9804e+01	9.9892e-01	1.1446e-08	1.0834e-03	0.0000e+00	8.4500e-01	1.1730e+00	6.7900e-01	8.5800e-01	0.0000e+00	1.5100e-01		4.7971e-02	1.3587e+00	4.1237e+00	574	0	0	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000117601	2	1392	7	protein_coding	13570	9.9326e-01	0	1.4624e+01	0.0000e+00	NA	1	173872947	173886516
KALRN	ENST00000240874	590	9.7269e+02	6.0657e-01	5.9312e-05	10992	108	2.5412e+02	4.2499e-01	2918	392	3.9128e+02	1.0018e+00	2.4021e-05	3113	8	4.6941e-06	1037	9.4686e+01	1.0000e+00	6.8793e-30	3.9996e-10	8.4490e-02	9.2200e-01	1.0890e+00	5.6600e-01	6.4900e-01	4.9000e-02	1.5200e-01		-2.8430e-02	4.3604e+00	8.2551e+00	575	0	0	12	4.7976e-05	4.1461e-06	125737	11	0	125748	4.3739e-05	2.4057e-04	6.2925e-05	2.8991e-05	0.0000e+00	1.0881e-04	0.0000e+00	3.5213e-05	3.2621e-04	6.6660e-05	6.1518e-05	2.8909e-05	0.0000e+00	1.0874e-04	0.0000e+00	3.5159e-05	1.6288e-04	6.5327e-05	protein_coding	ENSG00000160145	2	4989	34	protein_coding	646303	1.0000e+00	6	6.1656e+01	9.7314e-02	NA	3	123798870	124445172
CASZ1	ENST00000377022	866	1.1103e+03	7.7994e-01	7.8181e-05	11414	387	5.7691e+02	6.7082e-01	5772	508	5.2251e+02	9.7224e-01	4.3827e-05	3571	4	2.9281e-06	718	6.0297e+01	1.0000e+00	1.7398e-20	2.1027e-07	6.6338e-02	9.0300e-01	1.0460e+00	7.3700e-01	8.2500e-01	3.2000e-02	1.5200e-01		4.9889e-01	2.6057e+00	6.7183e+00	576	0	0	5	2.0042e-05	4.0611e-06	125740	5	0	125745	1.9882e-05	4.9705e-05	6.1675e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.6754e-05	0.0000e+00	3.2663e-05	6.1525e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.6369e-05	0.0000e+00	3.2663e-05	protein_coding	ENSG00000130940	2	5277	18	protein_coding	160047	9.9994e-01	2	3.6016e+01	5.5531e-02	NA	1	10696661	10856707
MARCH6	ENST00000274140	263	5.0904e+02	5.1666e-01	2.7746e-05	5889	44	1.6474e+02	2.6708e-01	1979	176	1.8664e+02	9.4298e-01	1.0497e-05	1818	4	3.4334e-06	638	6.0223e+01	1.0000e+00	1.8612e-20	2.1618e-07	6.6419e-02	8.3300e-01	1.0690e+00	4.6600e-01	5.7200e-01	3.2000e-02	1.5200e-01		6.1240e-01	3.8752e+00	6.7136e+00	577	0	0	8	3.3031e-05	4.6845e-06	125740	8	0	125748	3.1810e-05	1.2724e-04	6.1569e-05	4.0987e-05	9.9206e-05	6.0082e-05	0.0000e+00	2.6680e-05	0.0000e+00	3.2671e-05	6.1518e-05	2.8909e-05	9.9211e-05	5.4367e-05	0.0000e+00	2.6369e-05	0.0000e+00	3.2663e-05	protein_coding	ENSG00000145495	2	2730	26	protein_coding	86686	1.0000e+00	3	4.7718e+01	6.2870e-02	NA	5	10353815	10440500
SFPQ	ENST00000357214	187	3.4196e+02	5.4685e-01	1.8784e-05	4538	29	8.4025e+01	3.4514e-01	1006	172	1.1049e+02	1.5568e+00	5.6263e-06	1443	1	1.9722e-06	344	3.1306e+01	9.9992e-01	3.6213e-12	7.6408e-05	3.1943e-02	1.3740e+00	1.7660e+00	4.8500e-01	6.1700e-01	1.0000e-02	1.5200e-01	syn_outlier	-4.6003e+00	2.9778e+00	5.0192e+00	578	0	0	1	3.9766e-06	3.9766e-06	125733	1	0	125734	3.9767e-06	1.9883e-06	0.0000e+00	2.8910e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.8911e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000116560	2	2121	10	protein_coding	16771	9.9953e-01	1	2.6153e+01	3.8236e-02	NA	1	35641979	35658749
BCORL1	ENST00000540052	581	7.3880e+02	7.8641e-01	6.2365e-05	10997	124	2.2297e+02	5.5613e-01	3368	302	3.2538e+02	9.2815e-01	2.9659e-05	3783	2	3.5048e-06	623	4.1383e+01	9.9999e-01	4.1928e-15	9.1737e-06	4.8329e-02	8.4400e-01	1.0210e+00	7.3400e-01	8.4200e-01	1.9000e-02	1.5200e-01		1.0188e+00	2.0631e+00	5.6731e+00	579	0	0	6	8.4008e-05	2.1965e-05	125697	6	5	125708	4.3753e-05	2.4065e-04	7.6935e-05	1.4604e-04	0.0000e+00	5.7868e-04	0.0000e+00	1.2989e-05	2.5484e-04	0.0000e+00	6.1533e-05	1.1564e-04	0.0000e+00	2.1749e-04	0.0000e+00	8.7942e-06	1.6304e-04	0.0000e+00	protein_coding	ENSG00000085185	3	5133	12	protein_coding	76976	9.8179e-01	4	2.9571e+01	1.3527e-01	NA	X	129115083	129192058
CMIP	ENST00000537098	265	4.6223e+02	5.7331e-01	2.7789e-05	4986	49	1.2308e+02	3.9812e-01	1369	259	2.1306e+02	1.2156e+00	1.4689e-05	1528	2	1.9405e-06	482	4.1490e+01	9.9999e-01	3.8060e-15	8.8163e-06	4.8205e-02	1.0980e+00	1.3470e+00	5.1800e-01	6.3500e-01	1.9000e-02	1.5200e-01		-2.4741e+00	3.2599e+00	5.6811e+00	580	0	0	2	8.3874e-06	4.3705e-06	124521	2	0	124523	8.0307e-06	8.0307e-06	0.0000e+00	0.0000e+00	0.0000e+00	5.9123e-05	0.0000e+00	0.0000e+00	0.0000e+00	3.2768e-05	0.0000e+00	0.0000e+00	0.0000e+00	5.5637e-05	0.0000e+00	0.0000e+00	0.0000e+00	3.2727e-05	protein_coding	ENSG00000153815	2	2319	21	protein_coding	266593	9.9989e-01	0	2.5562e+01	0.0000e+00	NA	16	81478775	81745367
PPRC1	ENST00000278070	898	9.1885e+02	9.7731e-01	5.1925e-05	10539	214	2.6367e+02	8.1162e-01	3194	382	3.6391e+02	1.0497e+00	1.9343e-05	3755	4	3.7387e-06	675	6.0395e+01	1.0000e+00	1.5924e-20	2.0276e-07	6.6231e-02	9.6500e-01	1.1420e+00	9.2400e-01	1.0330e+00	3.2000e-02	1.5200e-01		-7.4530e-01	2.4445e-01	6.7245e+00	581	0	0	12	4.7945e-05	4.0898e-06	125736	12	0	125748	4.7716e-05	2.8630e-04	0.0000e+00	1.1565e-04	9.9443e-05	5.4897e-05	0.0000e+00	2.6387e-05	1.6292e-04	6.5355e-05	0.0000e+00	1.1564e-04	9.9211e-05	5.4367e-05	0.0000e+00	2.6369e-05	1.6288e-04	6.5327e-05	protein_coding	ENSG00000148840	2	4992	14	protein_coding	17296	1.0000e+00	1	4.3682e+01	2.2892e-02	NA	10	103892787	103910082
DDX26B	ENST00000370752	217	3.0021e+02	7.2283e-01	2.1259e-05	5614	84	1.3354e+02	6.2903e-01	2563	111	1.0917e+02	1.0168e+00	7.8603e-06	1676	1	2.5943e-06	538	3.1119e+01	9.9992e-01	4.2937e-12	8.1941e-05	3.2135e-02	8.7100e-01	1.1900e+00	6.4600e-01	8.0900e-01	1.0000e-02	1.5200e-01		-1.3758e-01	1.7066e+00	5.0032e+00	582	0	0	5	4.3135e-05	1.3255e-05	125731	4	3	125738	2.7836e-05	9.7428e-05	0.0000e+00	7.2921e-05	1.3483e-04	0.0000e+00	0.0000e+00	5.6333e-05	0.0000e+00	0.0000e+00	0.0000e+00	5.7832e-05	9.9211e-05	0.0000e+00	0.0000e+00	3.5162e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000165359	2	2583	17	protein_coding	61852	9.9985e-01	0	2.4775e+01	0.0000e+00	NA	X	134654584	134716435
C11orf30	ENST00000529032	568	7.1821e+02	7.9086e-01	3.7358e-05	8547	143	2.2725e+02	6.2927e-01	2710	284	2.6164e+02	1.0855e+00	1.4299e-05	2782	4	2.9768e-06	669	5.9879e+01	1.0000e+00	2.5477e-20	2.4592e-07	6.6802e-02	9.8400e-01	1.1980e+00	7.3700e-01	8.4800e-01	3.2000e-02	1.5300e-01		-1.0867e+00	1.9917e+00	6.6916e+00	583	0	0	6	2.4750e-05	4.5524e-06	125742	6	0	125748	2.3858e-05	7.1573e-05	0.0000e+00	7.1561e-05	9.9344e-05	0.0000e+00	0.0000e+00	1.7647e-05	1.6313e-04	0.0000e+00	0.0000e+00	5.7819e-05	9.9211e-05	0.0000e+00	0.0000e+00	1.7579e-05	1.6288e-04	0.0000e+00	protein_coding	ENSG00000158636	2	3966	20	protein_coding	108103	1.0000e+00	1	3.9772e+01	2.5144e-02	NA	11	76155967	76264069
EFEMP1	ENST00000394555	192	2.7748e+02	6.9195e-01	1.6101e-05	3241	51	9.9814e+01	5.1095e-01	1148	112	1.0138e+02	1.1047e+00	6.0921e-06	926	1	1.9976e-06	325	3.1022e+01	9.9992e-01	4.6923e-12	8.4982e-05	3.2236e-02	9.4700e-01	1.2920e+00	6.1400e-01	7.8000e-01	1.0000e-02	1.5300e-01		-8.2875e-01	1.8234e+00	4.9948e+00	584	0	0	1	3.9867e-06	3.9867e-06	125417	1	0	125418	3.9867e-06	1.9933e-06	0.0000e+00	0.0000e+00	0.0000e+00	5.4383e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.4385e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000115380	2	1479	10	protein_coding	58173	9.9979e-01	0	2.3870e+01	0.0000e+00	NA	2	56093102	56151274
MAPKAP1	ENST00000265960	164	3.0243e+02	5.4227e-01	1.7142e-05	3436	39	1.0747e+02	3.6288e-01	1212	111	1.2202e+02	9.0967e-01	7.9178e-06	964	1	1.8717e-06	333	3.0982e+01	9.9991e-01	4.8660e-12	8.6260e-05	3.2277e-02	7.7900e-01	1.0650e+00	4.7700e-01	6.1700e-01	1.0000e-02	1.5300e-01		7.8433e-01	2.8287e+00	4.9914e+00	585	0	0	5	2.0246e-05	4.1684e-06	125743	5	0	125748	1.9881e-05	4.9704e-05	0.0000e+00	2.9092e-05	0.0000e+00	0.0000e+00	4.6194e-05	1.7758e-05	0.0000e+00	3.5648e-05	0.0000e+00	2.8909e-05	0.0000e+00	0.0000e+00	4.6195e-05	1.7579e-05	0.0000e+00	3.2663e-05	protein_coding	ENSG00000119487	3	1566	11	protein_coding	269842	9.9974e-01	0	2.3309e+01	0.0000e+00	NA	9	128199672	128469513
ATP1B1	ENST00000367816	97	1.7055e+02	5.6874e-01	9.2594e-06	1985	12	5.3156e+01	2.2575e-01	588	64	6.3909e+01	1.0014e+00	3.5654e-06	554	0	1.3654e-06	195	1.9546e+01	9.9881e-01	1.4473e-08	1.1929e-03	0.0000e+00	8.1800e-01	1.2330e+00	4.8200e-01	6.7300e-01	0.0000e+00	1.5300e-01		-8.9855e-03	2.0014e+00	4.0968e+00	586	0	0	1	4.2985e-06	4.2985e-06	116318	1	0	116319	4.2985e-06	2.1493e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	9.1794e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	9.1794e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000143153	2	909	6	protein_coding	27026	9.9556e-01	0	1.5748e+01	0.0000e+00	NA	1	169074935	169101960
